Date,Open,High,Low,Close
2012-01-27,17201.33,17258.97,17106.57,17233.98
2012-01-30,17138.04,17138.04,16828.33,16863.3
2012-01-31,16965.58,17238.99,16965.58,17193.55
2012-02-01,17179.64,17327.21,17061.55,17300.58
2012-02-02,17438.07,17504.25,17308.28,17431.85
2012-02-03,17444.25,17630.53,17382.7,17604.96
2012-02-06,17741.91,17829.72,17595.1,17707.31
2012-02-07,17813.74,17832.04,17582.49,17622.45
2012-02-08,17631.69,17809.21,17579.59,17707.32
2012-02-09,17647.8,17879.46,17609.43,17830.75
2012-02-10,17817.59,17890.11,17627.14,17748.69
2012-02-13,17761.7,17849.64,17665.89,17772.84
2012-02-14,17767.46,17890.33,17742.58,17848.57
2012-02-15,18000.3,18231.35,18000.3,18202.41
2012-02-16,18163.05,18182.78,18043.32,18153.99
2012-02-17,18331.2,18423.06,18234.56,18289.35
2012-02-21,18303.73,18470.86,18293.8,18428.61
2012-02-22,18490.87,18523.78,18095.81,18145.25
2012-02-23,18127.35,18249.53,18005.28,18078.5
2012-02-24,18079.01,18198.15,17848.93,17923.57
2012-02-27,17975.19,17975.19,17381.64,17445.75
2012-02-28,17545.11,17776.82,17530.44,17731.12
2012-02-29,17919.93,18001.35,17677.97,17752.68
2012-03-01,17714.62,17717.53,17463.27,17583.97
2012-03-02,17661.39,17731.88,17504.38,17636.8
2012-03-03,17648.47,17676.83,17617.88,17636.99
2012-03-05,17598.42,17598.42,17312.3,17362.87
2012-03-06,17336.64,17691.96,17128.28,17173.29
2012-03-07,17127.18,17239.35,17008.77,17145.52
2012-03-09,17325.82,17531.62,17325.82,17503.24
2012-03-12,17772.1,17772.1,17494.65,17587.67
2012-03-13,17680.23,17842.92,17680.23,17813.62
2012-03-14,18003.15,18040.69,17837.22,17919.3
2012-03-15,17916.85,17918.25,17622.13,17675.85
2012-03-16,17656.81,17871,17426.58,17466.2
2012-03-19,17531.47,17561.46,17226.43,17273.37
2012-03-20,17308.89,17410.13,17211.73,17316.18
2012-03-21,17301.16,17622.87,17275.88,17601.71
2012-03-22,17586.06,17687.01,17136.5,17196.47
2012-03-23,17257.72,17458.35,17179.33,17361.74
2012-03-26,17377.59,17377.59,17021.85,17052.78
2012-03-27,17209.13,17366.84,17061.16,17257.36
2012-03-28,17234.48,17245.82,17040.12,17121.62
2012-03-29,17039.85,17109.35,16920.61,17058.61
2012-03-30,17117.41,17439.51,17105.22,17404.2
2012-04-02,17429.96,17529.98,17382.38,17478.15
2012-04-03,17576.21,17664.1,17570.01,17597.42
2012-04-04,17553.26,17553.26,17436.6,17486.02
2012-04-09,17407.66,17407.66,17199.63,17222.14
2012-04-10,17259.26,17274.69,17135.76,17243.84
2012-04-11,17125.96,17319.15,17075.89,17199.4
2012-04-12,17276.87,17395.15,17276.87,17332.62
2012-04-13,17232.56,17398.22,17027.3,17094.51
2012-04-16,17047.87,17173.06,17010.16,17150.95
2012-04-17,17200.97,17381.92,17103.36,17357.94
2012-04-18,17447.26,17522.8,17371.93,17392.39
2012-04-19,17432.89,17530.3,17361.71,17503.71
2012-04-20,17459.72,17519.88,17231.34,17373.84
2012-04-23,17347.76,17444.18,17056.77,17096.68
2012-04-24,17154.75,17247.53,17046.72,17207.29
2012-04-25,17225.54,17249.61,17019.24,17151.29
2012-04-26,17191.02,17193.25,17084.05,17130.67
2012-04-27,17145.39,17242.15,17022.09,17134.25
2012-04-28,17134.19,17212.36,17125.88,17187.34
2012-04-30,17195.51,17359.18,17195.51,17318.81
2012-05-02,17370.93,17432.33,17265.48,17301.91
2012-05-03,17271.77,17271.77,17120.86,17151.19
2012-05-04,17066.84,17121.37,16776.72,16831.08
2012-05-07,16620.44,16944.13,16513.77,16912.71
2012-05-08,16915.71,16918.31,16502.91,16546.18
2012-05-09,16436.41,16615.74,16422.93,16479.58
2012-05-10,16515.62,16671.81,16377.02,16420.05
2012-05-11,16355.59,16447.24,16233.76,16292.98
2012-05-14,16318.36,16390.33,16124.82,16215.84
2012-05-15,16146.9,16370.12,16123.04,16328.25
2012-05-16,16132.68,16132.68,15974.6,16030.09
2012-05-17,16119.08,16240.18,16007.92,16070.48
2012-05-18,15868.07,16206.35,15809.71,16152.75
2012-05-21,16187.66,16298.39,16149.61,16183.26
2012-05-22,16344.34,16366.72,16000.84,16026.41
2012-05-23,15995.14,16002.03,15847.03,15948.1
2012-05-24,16033.9,16252.37,15934.77,16222.3
2012-05-25,16213.24,16273.48,16118.35,16217.82
2012-05-28,16289.82,16439.97,16273.49,16416.84
2012-05-29,16500.04,16544.38,16410.21,16438.58
2012-05-30,16391.9,16428.74,16295.31,16312.15
2012-05-31,16224.86,16277.48,16086.06,16218.53
2012-06-01,16217.48,16226.19,15933.48,15965.16
2012-06-04,15808.88,16012.84,15748.98,15988.4
2012-06-05,16065.37,16138.29,15979.77,16020.64
2012-06-06,16100.36,16494.5,16100.36,16454.3
2012-06-07,16578.01,16680.59,16519.89,16649.05
2012-06-08,16611.52,16767.77,16485.02,16718.87
2012-06-11,16804.89,16893.81,16627.48,16668.01
2012-06-12,16570.51,16897.42,16553.47,16862.8
2012-06-13,16865.72,16944.11,16792.87,16880.51
2012-06-14,16857.23,16921.49,16658.98,16677.88
2012-06-15,16701.28,16967.76,16701.28,16949.83
2012-06-18,17039.54,17109.95,16636.09,16705.83
2012-06-19,16681.89,16890,16681.89,16859.8
2012-06-20,16903.96,16962.49,16840.1,16896.63
2012-06-21,16855.6,17050.44,16799.63,17032.56
2012-06-22,16882.74,17016.06,16807.8,16972.51
2012-06-25,17038.77,17131.15,16853.05,16882.16
2012-06-26,16873.09,16946.66,16815.87,16906.58
2012-06-27,16975.76,17029.27,16930.8,16967.76
2012-06-28,16985.58,17033.85,16918.87,16990.76
2012-06-29,17134.61,17448.48,17134.61,17429.98
2012-07-02,17438.68,17486.57,17363.04,17398.98
2012-07-03,17457.95,17526.82,17351.5,17425.71
2012-07-04,17473.26,17523.77,17372.45,17462.81
2012-07-05,17478.16,17562.89,17423.45,17538.67
2012-07-06,17546.04,17554.55,17425.47,17521.12
2012-07-09,17449.93,17485.79,17343.55,17391.98
2012-07-10,17431.68,17631.19,17424.29,17618.35
2012-07-11,17553.97,17582.99,17466.99,17489.14
2012-07-12,17297.06,17329.46,17181.17,17232.55
2012-07-13,17269.2,17342.88,17182.29,17213.7
2012-07-16,17241.98,17282.3,17079.63,17103.31
2012-07-17,17176.93,17236.08,17074.63,17105.3
2012-07-18,17113.37,17205.26,17038.59,17185.01
2012-07-19,17288.34,17318.93,17244.76,17278.85
2012-07-20,17275.2,17275.2,17129.69,17158.44
2012-07-23,17047.73,17047.73,16849.28,16877.35
2012-07-24,16907.74,16962.74,16839.7,16918.08
2012-07-25,16899.01,16899.01,16736.6,16846.05
2012-07-26,16887.84,16899.77,16598.48,16639.82
2012-07-27,16860.16,16975.03,16760.72,16839.19
2012-07-30,16919.14,17163.95,16919.14,17143.68
2012-07-31,17186.61,17253.67,17004.09,17236.18
2012-08-01,17244.44,17291.99,17189.16,17257.38
2012-08-02,17245.68,17246.01,17157.28,17224.36
2012-08-03,17164.48,17208.36,17026.97,17197.93
2012-08-06,17313.05,17451.53,17313.05,17412.96
2012-08-07,17456.37,17641.55,17417.92,17601.78
2012-08-08,17638.53,17726.64,17582.66,17600.56
2012-08-09,17612.08,17702.98,17516.99,17560.87
2012-08-10,17515.42,17590.61,17471.37,17557.74
2012-08-13,17551.69,17642.38,17522.1,17633.45
2012-08-14,17631.64,17753.43,17572.34,17728.2
2012-08-16,17752.22,17763.59,17640.62,17657.21
2012-08-17,17701.2,17801.39,17622.62,17691.08
2012-08-21,17705.14,17898.35,17705.14,17885.26
2012-08-22,17827.25,17912.08,17800.29,17846.86
2012-08-23,17856.29,17972.54,17792.87,17850.22
2012-08-24,17790.25,17822.5,17725.42,17783.21
2012-08-27,17769.44,17820.07,17662.21,17678.81
2012-08-28,17676.13,17712.35,17570.71,17631.71
2012-08-29,17651.14,17653.9,17471.13,17490.81
2012-08-30,17433.5,17605.51,17367.55,17541.64
2012-08-31,17557.62,17557.62,17337.61,17429.56
2012-09-03,17465.6,17509.99,17349.57,17384.4
2012-09-04,17378.68,17452.7,17308.27,17440.87
2012-09-05,17359.96,17411.67,17250.8,17313.34
2012-09-06,17320.73,17418.4,17294.74,17346.27
2012-09-07,17575.79,17701.2,17575.79,17683.73
2012-09-08,17701.07,17773.15,17694.83,17749.65
2012-09-10,17780.93,17810.9,17728.12,17766.78
2012-09-11,17711.8,17867.85,17677.38,17852.95
2012-09-12,17916.13,18012.89,17884.96,18000.03
2012-09-13,18023.95,18062.68,17976.28,18021.16
2012-09-14,18284.75,18498.54,18284.75,18464.27
2012-09-17,18619.9,18715.03,18480.54,18542.31
2012-09-18,18514.72,18580.48,18469.51,18496.01
2012-09-20,18292.22,18443.92,18291.93,18349.25
2012-09-21,18411.2,18866.87,18411.2,18752.83
2012-09-24,18756.31,18811.13,18650.43,18673.34
2012-09-25,18708.01,18790.01,18636.16,18694.41
2012-09-26,18644.54,18670.48,18573.18,18632.17
2012-09-27,18659.75,18735.95,18552.68,18579.5
2012-09-28,18704.98,18869.94,18698.51,18762.74
2012-10-01,18784.64,18838.54,18745.28,18823.91
2012-10-03,18841.49,18905.62,18816.57,18869.69
2012-10-04,18939.75,19107.04,18939.75,19058.15
2012-10-05,19115.89,19137.29,18757.34,18938.46
2012-10-08,18969.19,18969.19,18684.4,18708.98
2012-10-09,18796.25,18885.84,18722.05,18793.36
2012-10-10,18699.19,18740.63,18614.37,18631.1
2012-10-11,18627.37,18847.81,18581.49,18804.75
2012-10-12,18727.1,18844.35,18638.34,18675.18
2012-10-15,18690.99,18726.38,18596.65,18713.55
2012-10-16,18784.75,18801.1,18549.28,18577.7
2012-10-17,18667.72,18705.19,18535.37,18610.77
2012-10-18,18653.6,18806.56,18576.41,18791.93
2012-10-19,18768,18769.59,18611.76,18682.31
2012-10-22,18655.93,18809.28,18600.88,18793.44
2012-10-23,18803.62,18812.93,18689.38,18710.02
2012-10-25,18712.41,18789.92,18699.07,18758.63
2012-10-26,18715.35,18729.53,18558.05,18625.34
2012-10-29,18656,18743.41,18572.02,18635.82
2012-10-30,18642.01,18718.28,18393.42,18430.85
2012-10-31,18436.79,18521.62,18398.48,18505.38
2012-11-01,18487.9,18589.13,18445.18,18561.7
2012-11-02,18692.15,18793.75,18687.93,18755.45
2012-11-05,18749.37,18794.63,18683.25,18762.87
2012-11-06,18739.97,18829.07,18726.94,18817.38
2012-11-07,18802.82,18973.43,18786.14,18902.41
2012-11-08,18779.74,18865.21,18736.45,18846.26
2012-11-09,18832.75,18894.42,18656.41,18683.68
2012-11-12,18691.02,18750.92,18607.66,18670.34
2012-11-13,18728.95,18732.71,18592.21,18618.87
2012-11-15,18590.07,18593.54,18408.69,18471.37
2012-11-16,18491.49,18563.32,18266.76,18309.37
2012-11-19,18349.53,18386.78,18256.07,18339
2012-11-20,18422.69,18467.91,18255.69,18329.32
2012-11-21,18379.9,18478.5,18309.81,18460.38
2012-11-22,18510.94,18567.68,18456.2,18517.34
2012-11-23,18543.95,18556.5,18402.38,18506.57
2012-11-26,18574.36,18590.33,18508.79,18537.01
2012-11-27,18616.55,18862.7,18616.55,18842.08
2012-11-29,18873.63,19205.33,18873.63,19170.91
2012-11-30,19229.7,19372.7,19186.3,19339.9
2012-12-03,19342.83,19416.45,19257.3,19305.32
2012-12-04,19277.58,19373.94,19263.71,19348.12
2012-12-05,19397.98,19463.25,19371.01,19391.86
2012-12-06,19475.09,19523.25,19186.24,19486.8
2012-12-07,19514.88,19561.87,19363.13,19424.1
2012-12-10,19442.19,19478.01,19362.32,19409.69
2012-12-11,19466.29,19612.18,19285.29,19387.14
2012-12-12,19432.54,19478.79,19317.23,19355.26
2012-12-13,19403.66,19421.72,19196.75,19229.26
2012-12-14,19217.96,19348.85,19193.11,19317.25
2012-12-17,19290.92,19346.78,19221.87,19244.42
2012-12-18,19293.01,19396.28,19149.03,19364.75
2012-12-19,19429.91,19516.02,19419.76,19476
2012-12-20,19511.41,19520.51,19335.72,19453.92
2012-12-21,19394.55,19394.55,19221.12,19242
2012-12-24,19278,19347.64,19237.26,19255.09
2012-12-26,19302.47,19468.4,19274.07,19417.46
2012-12-27,19479.84,19504.4,19302.21,19323.8
2012-12-28,19364.08,19465.74,19346.07,19444.84
2012-12-31,19422.59,19491.58,19406.17,19426.71
2013-01-01,19513.45,19623.76,19508.93,19580.81
2013-01-02,19693.3,19756.68,19686.5,19714.24
2013-01-03,19771.03,19786.3,19693.29,19764.78
2013-01-04,19782.59,19797.44,19679.99,19784.08
2013-01-07,19820.56,19856.43,19654.46,19691.42
2013-01-08,19681.38,19761.78,19632.59,19742.52
2013-01-09,19770.21,19824.06,19627.16,19666.59
2013-01-10,19728.02,19783.75,19596.38,19663.55
2013-01-11,19813.64,19839.8,19619.83,19663.64
2013-01-14,19689.09,19948.63,19689.09,19906.41
2013-01-15,19999.82,20036.82,19881.78,19986.82
2013-01-16,19978.19,20009.36,19783.02,19817.63
2013-01-17,19846.42,20005.98,19783.41,19964.03
2013-01-18,20038.67,20126.55,19990.62,20039.04
2013-01-21,20132.83,20163.38,20056.46,20101.82
2013-01-22,20102.43,20156.86,19952.91,19981.57
2013-01-23,19997.04,20058.07,19920.91,20026.61
2013-01-24,20017.2,20072.28,19884.2,19923.78
2013-01-25,19945.69,20129.01,19928.11,20103.53
2013-01-28,20129,20172.45,20062.79,20103.35
2013-01-29,20080.31,20203.66,19970.05,19990.9
2013-01-30,20014.8,20073.46,19964.64,20005
2013-01-31,19987.28,20008.83,19865.72,19894.98
2013-02-01,19907.21,19966.69,19736.45,19781.19
2013-02-04,19860.97,19902.6,19728.21,19751.19
2013-02-05,19665.54,19717.26,19631.97,19659.82
2013-02-06,19737.77,19767.25,19611.27,19639.72
2013-02-07,19589.44,19702.56,19540.08,19580.32
2013-02-08,19577.19,19648.07,19414.8,19484.77
2013-02-11,19517.59,19543.44,19416.94,19460.57
2013-02-12,19489.87,19583.53,19438.53,19561.04
2013-02-13,19601.69,19723.01,19574.15,19608.08
2013-02-14,19626.81,19639.83,19444.33,19497.18
2013-02-15,19449.83,19512.89,19381.82,19468.15
2013-02-18,19496.25,19554.48,19462.92,19501.08
2013-02-19,19523.7,19671.17,19457.21,19635.72
2013-02-20,19717.94,19742.42,19619.89,19642.75
2013-02-21,19549.05,19554.65,19289.7,19325.36
2013-02-22,19341.9,19401.75,19289.83,19317.01
2013-02-25,19365.33,19411.18,19237.98,19331.69
2013-02-26,19290.66,19293.49,18976.94,19015.14
2013-02-27,19090.32,19213.02,18997.82,19152.41
2013-02-28,19264.8,19322.28,18793.97,18861.54
2013-03-01,18876.68,18988.97,18820.9,18918.52
2013-03-04,18920.9,18930.86,18760.41,18877.96
2013-03-05,18943.62,19164.04,18943.62,19143.17
2013-03-06,19254.2,19293.39,19195.47,19252.61
2013-03-07,19222.05,19465.52,19212.92,19413.54
2013-03-08,19478.67,19706.03,19477.61,19683.23
2013-03-11,19679.88,19754.66,19602.71,19646.21
2013-03-12,19675.81,19697.84,19505.75,19564.92
2013-03-13,19511.97,19511.97,19338.52,19362.55
2013-03-14,19367.26,19604.7,19179.33,19570.44
2013-03-15,19570.01,19673.16,19383.13,19427.56
2013-03-18,19282.63,19345.42,19232.23,19293.2
2013-03-19,19345.91,19378.61,18939.47,19008.1
2013-03-20,19026.46,19028.09,18836.77,18884.19
2013-03-21,18926.21,19082.29,18756.65,18792.87
2013-03-22,18784.93,18859.82,18669.2,18735.6
2013-03-25,18894.13,18950.22,18654.61,18681.42
2013-03-26,18645.09,18758.88,18612.37,18704.53
2013-03-28,18702.46,18882.54,18568.43,18835.77
2013-04-01,18890.81,18959.48,18796.6,18864.75
2013-04-02,18863.82,19060.51,18826.53,19040.95
2013-04-03,19034,19035.2,18721.72,18801.64
2013-04-04,18731.38,18733.62,18473.85,18509.7
2013-04-05,18493.67,18525.45,18389.29,18450.23
2013-04-08,18455.8,18504.48,18402.93,18437.78
2013-04-09,18481.47,18565.56,18206.61,18226.48
2013-04-10,18355.14,18461.44,18173.31,18414.45
2013-04-11,18577.52,18599.14,18397.94,18542.2
2013-04-12,18275.66,18337.91,18186.1,18242.56
2013-04-15,18196.09,18424.4,18144.22,18357.8
2013-04-16,18356.32,18771.33,18325.73,18744.93
2013-04-17,18773.45,18869.88,18673.44,18731.16
2013-04-18,18695.34,19058.8,18691.61,19016.46
2013-04-22,18989.78,19204.9,18989.78,19169.83
2013-04-23,19210.26,19210.26,19042.08,19179.36
2013-04-25,19192.11,19434.85,19192.11,19406.85
2013-04-26,19376,19384.95,19249.75,19286.72
2013-04-29,19306.67,19428.94,19284.4,19387.5
2013-04-30,19492.83,19622.68,19317.38,19504.18
2013-05-02,19459.33,19792,19451.26,19735.77
2013-05-03,19707.95,19744.85,19542.63,19575.64
2013-05-06,19571.66,19694.29,19554.31,19673.64
2013-05-07,19697.33,19917.88,19697.33,19888.95
2013-05-08,19950.22,20037.27,19851.22,19990.18
2013-05-09,20015.86,20058.48,19903.83,19939.04
2013-05-10,19911.08,20119.14,19908.8,20082.62
2013-05-11,20091.93,20146.83,20055.18,20122.32
2013-05-13,20073.41,20109.08,19667.39,19691.67
2013-05-14,19715.8,19831.79,19652.69,19722.29
2013-05-15,19798.18,20241.96,19798.18,20212.96
2013-05-16,20167.93,20326.48,20162.12,20247.33
2013-05-17,20267.6,20328.19,20155.01,20286.12
2013-05-20,20277.76,20443.62,20186.66,20223.98
2013-05-21,20227.17,20308.04,20072.68,20111.61
2013-05-22,20150.69,20220.35,20000.86,20062.24
2013-05-23,19971.37,20027.56,19634.79,19674.33
2013-05-24,19765.32,19833.14,19568.49,19704.33
2013-05-27,19750.67,20083.47,19678.31,20030.77
2013-05-28,20056.28,20209.82,19963.23,20160.82
2013-05-29,20202.51,20216.49,20044.74,20147.64
2013-05-30,20066.94,20254.03,20066.14,20215.4
2013-05-31,20186.67,20191.29,19730.55,19760.3
2013-06-03,19859.22,19860.19,19541.97,19610.48
2013-06-04,19605.68,19742.7,19522.47,19545.78
2013-06-05,19532.42,19604.43,19441.35,19568.22
2013-06-06,19503.68,19635.37,19395.32,19519.49
2013-06-07,19522.31,19711.55,19397.51,19429.23
2013-06-10,19530.35,19585.75,19366.82,19441.07
2013-06-11,19382.22,19418.74,19121.18,19143
2013-06-12,19103.96,19143.24,18969.08,19041.13
2013-06-13,18897.49,18914.13,18765.53,18827.16
2013-06-14,18959.83,19213.1,18952.09,19177.93
2013-06-17,19249.9,19344.28,19084.68,19325.87
2013-06-18,19329.17,19383.61,19191.37,19223.28
2013-06-19,19224.09,19274.26,19100.13,19245.7
2013-06-20,19069.2,19069.2,18687.19,18719.29
2013-06-21,18695.8,18820.81,18615.14,18774.24
2013-06-24,18714.06,18714.06,18467.16,18540.89
2013-06-25,18602.25,18802.31,18487.3,18629.15
2013-06-26,18662.37,18690.5,18514.35,18552.12
2013-06-27,18716.11,18925.75,18688.28,18875.95
2013-06-28,19093.18,19432.94,19093.18,19395.81
2013-07-01,19352.48,19598.43,19347.57,19577.39
2013-07-02,19573.93,19589.14,19442.75,19463.82
2013-07-03,19347.11,19347.11,19147.31,19177.76
2013-07-04,19256.12,19445.02,19245.01,19410.84
2013-07-05,19568.79,19640.27,19477.74,19495.82
2013-07-08,19418.98,19422.69,19185.92,19324.77
2013-07-09,19399.37,19486,19380.25,19439.48
2013-07-10,19482.66,19505.93,19237.91,19294.12
2013-07-11,19468.46,19723.51,19468.46,19676.06
2013-07-12,19898.69,19991.94,19785.59,19958.47
2013-07-15,19926.1,20072.44,19883.19,20034.48
2013-07-16,19788.09,19890.63,19649.58,19851.23
2013-07-17,19928.95,19983.22,19778.54,19948.73
2013-07-18,19999.51,20176.9,19956.2,20128.41
2013-07-19,20213.45,20256.6,20111.13,20149.85
2013-07-22,20096.71,20264.9,20065.69,20159.12
2013-07-23,20249.98,20351.06,20249.98,20302.13
2013-07-24,20200.2,20252.7,19994.25,20090.68
2013-07-25,20062,20110.81,19763.9,19804.76
2013-07-26,19892.47,19907.45,19699.76,19748.19
2013-07-29,19714.42,19751.03,19570.87,19593.28
2013-07-30,19577.75,19672.72,19328.54,19348.34
2013-07-31,19304.07,19387.5,19126.82,19345.7
2013-08-01,19443.29,19569.2,19170.46,19317.19
2013-08-02,19399.55,19451.7,19078.72,19164.02
2013-08-05,19178.06,19306.51,19141.68,19182.26
2013-08-06,19127.1,19131.92,18667.3,18733.04
2013-08-07,18758.53,18811.46,18551.35,18664.88
2013-08-08,18687.3,18829.26,18621.67,18789.34
2013-08-12,18898.94,19066.97,18796.01,18946.98
2013-08-13,18895.26,19248.11,18864.81,19229.84
2013-08-14,19299.42,19392.56,19203.63,19367.59
2013-08-16,19297.11,19310.95,18559.65,18598.18
2013-08-19,18587.38,18587.38,18139.15,18307.52
2013-08-20,18142.83,18306.46,17970.98,18246.04
2013-08-21,18545.44,18567.7,17807.19,17905.91
2013-08-22,17896.84,18349.82,17759.59,18312.94
2013-08-23,18386.53,18546.6,18210.75,18519.44
2013-08-26,18602.56,18728.19,18488.93,18558.13
2013-08-27,18460.72,18460.72,17921.82,17968.08
2013-08-28,17851.44,18101.84,17448.71,17996.15
2013-08-29,18073.66,18455.66,18071.22,18401.04
2013-08-30,18424.72,18679.26,18272.76,18619.72
2013-09-02,18691.83,18942.06,18678.93,18886.13
2013-09-03,19002.77,19007.31,18166.17,18234.66
2013-09-04,18314.68,18612.6,18188.43,18567.55
2013-09-05,18857.6,19117.52,18847.02,18979.76
2013-09-06,19072.02,19293.96,18929.38,19270.06
2013-09-10,19448.39,20012.69,19444.66,19997.09
2013-09-11,19999.77,20055.53,19777.63,19997.45
2013-09-12,20046.05,20052.05,19676.49,19781.88
2013-09-13,19744.54,19899.37,19675.68,19732.76
2013-09-16,19977.38,20086.43,19596.15,19742.47
2013-09-17,19721.9,19819.1,19635.44,19804.03
2013-09-18,19865.99,20013.33,19775.29,19962.16
2013-09-19,20354.73,20739.69,20347.3,20646.64
2013-09-20,20616.35,20677.99,20051.43,20263.71
2013-09-23,20060.82,20199.81,19826.3,19900.96
2013-09-24,19820.03,20050.42,19782.78,19920.21
2013-09-25,19947.43,19978.49,19658.74,19856.24
2013-09-26,19853.66,19997.28,19826.99,19893.85
2013-09-27,19951.73,19981.57,19674.38,19727.27
2013-09-30,19643.89,19651.31,19320.73,19379.77
2013-10-01,19452.05,19532.91,19264.72,19517.15
2013-10-03,19585.79,19929.24,19583.97,19902.07
2013-10-04,19870,20052,19833.17,19915.95
2013-10-07,19880.94,19921.38,19647.88,19895.1
2013-10-08,20094.21,20150.27,19936.72,19983.61
2013-10-09,19918.2,20277.74,19826.96,20249.26
2013-10-10,20228.76,20323.77,20135.91,20272.91
2013-10-11,20535.9,20559.69,20368.06,20528.59
2013-10-14,20534.61,20645.94,20497.88,20607.54
2013-10-15,20722.9,20759.58,20446.73,20547.62
2013-10-17,20579.56,20629.8,20375.42,20415.51
2013-10-18,20486.78,20932.23,20486.78,20882.89
2013-10-21,20915.76,20970.92,20768.99,20893.89
2013-10-22,20863.15,20948.91,20810.25,20864.97
2013-10-23,20875.31,20922.32,20589.72,20767.88
2013-10-24,20766.05,21039.42,20656.7,20725.43
2013-10-25,20725.52,20782.16,20622.55,20683.52
2013-10-28,20696.51,20771.36,20550.64,20570.28
2013-10-29,20593.49,20952.55,20493.66,20929.01
2013-10-30,20944.14,21086.59,20937.12,21033.97
2013-10-31,21000.6,21205.44,20991.98,21164.52
2013-11-01,21158.81,21293.88,21141.32,21196.81
2013-11-03,21278.08,21321.53,21212.31,21239.36
2013-11-05,21134.1,21158.56,20951.71,20974.79
2013-11-06,21004.54,21045.38,20861.42,20894.94
2013-11-07,20896.13,21142.85,20797.06,20822.77
2013-11-08,20785.2,20821.01,20600.9,20666.15
2013-11-11,20596.4,20672.53,20453.15,20490.96
2013-11-12,20510.31,20584.22,20262.22,20281.91
2013-11-13,20248.52,20365.59,20161.64,20194.4
2013-11-14,20351.39,20568.99,20348.27,20399.42
2013-11-18,20570.59,20868.76,20570.59,20850.74
2013-11-19,20870.16,20934.4,20828.69,20890.82
2013-11-20,20857.01,20895.3,20579.94,20635.13
2013-11-21,20579.26,20579.26,20189.23,20229.05
2013-11-22,20316.58,20388.12,20137.67,20217.39
2013-11-25,20326.66,20626.15,20326.66,20605.08
2013-11-26,20604.27,20604.27,20390.62,20425.02
2013-11-27,20449,20482.67,20348.06,20420.26
2013-11-28,20522.36,20606.38,20461.51,20534.91
2013-11-29,20558.93,20819.77,20558.93,20791.93
2013-12-02,20771.27,20941,20770.51,20898.01
2013-12-03,20857.85,20927.05,20817.75,20854.92
2013-12-04,20839.45,20863.37,20673.62,20708.71
2013-12-05,20992.25,21165.6,20929.2,20957.81
2013-12-06,20955.74,21049.84,20922.45,20996.53
2013-12-09,21416.67,21483.74,21282.64,21326.42
2013-12-10,21293.58,21327.75,21175.08,21255.26
2013-12-11,21191.27,21215.94,21069.45,21171.41
2013-12-12,21101.05,21103.8,20901.47,20925.61
2013-12-13,20867.17,20867.17,20692.67,20715.58
2013-12-16,20714.26,20764.52,20637.77,20659.52
2013-12-17,20732.44,20784.03,20594.99,20612.14
2013-12-18,20568.7,20917.57,20568.7,20859.86
2013-12-19,20959.8,21017.45,20646.03,20708.62
2013-12-20,20792.37,21117.99,20745.94,21079.72
2013-12-23,21080.54,21207.89,21059.12,21101.03
2013-12-24,21127.66,21156.92,21010.65,21032.71
2013-12-26,21051,21135.85,21013.14,21074.59
2013-12-27,21114.49,21235.14,21113.25,21193.58
2013-12-30,21260.15,21304.7,21089.21,21143.01
2013-12-31,21177.77,21230.88,21122.68,21170.68
2014-01-01,21222.19,21244.35,21133.82,21140.48
2014-01-02,21179.91,21331.32,20846.67,20888.33
2014-01-03,20819.58,20885.18,20731.33,20851.33
2014-01-06,20913.79,20913.79,20721.98,20787.3
2014-01-07,20845.77,20890.48,20637.18,20693.24
2014-01-08,20767.42,20786.41,20688.18,20729.38
2014-01-09,20755.73,20778.13,20652.69,20713.37
2014-01-10,20760.72,20971.23,20625.17,20758.49
2014-01-13,20850.54,21169.08,20850.54,21134.21
2014-01-14,21115,21154.76,21009.05,21032.88
2014-01-15,21091.46,21302.73,21091.46,21289.49
2014-01-16,21366.91,21379.29,21199.65,21265.18
2014-01-17,21236.65,21270.11,21015.61,21063.62
2014-01-20,21083.53,21221.37,21001.13,21205.05
2014-01-21,21237.96,21302.52,21189.2,21251.12
2014-01-22,21251.65,21377.91,21168.43,21337.67
2014-01-23,21319.69,21409.66,21264.71,21373.66
2014-01-24,21289.15,21333.66,21123.99,21133.56
2014-01-27,20899.03,20899.03,20688.03,20707.45
2014-01-28,20721.17,20795.35,20554.28,20683.51
2014-01-29,20784.04,20828.68,20613.62,20647.3
2014-01-30,20491.74,20528.41,20343.78,20498.25
2014-01-31,20544.64,20572.32,20448.43,20513.85
2014-02-03,20479.03,20480.35,20182.2,20209.26
2014-02-04,20050.99,20255.52,19963.12,20211.93
2014-02-05,20241.12,20289.33,20076.1,20261.03
2014-02-06,20286.09,20358.19,20079.82,20310.74
2014-02-07,20441.04,20450.51,20282.3,20376.56
2014-02-10,20429.16,20434.5,20312.21,20334.27
2014-02-11,20400.94,20443.35,20349.51,20363.37
2014-02-12,20449.83,20516.6,20427.23,20448.49
2014-02-13,20478.67,20503.86,20164.67,20193.35
2014-02-14,20265.13,20391.95,20149.01,20366.82
2014-02-17,20438.87,20492.43,20338.95,20464.06
2014-02-18,20457.56,20685.02,20436.48,20634.21
2014-02-19,20643.85,20750.52,20629.56,20722.97
2014-02-20,20661.07,20662.66,20522.04,20536.64
